8_1,-63.87692307692308
8_2,-61.294117647058826
8_3,-64.0
8_4,-60.785714285714285
8_5,-59.078947368421055
8_6,-58.21818181818182
8_7,-57.806451612903224
8_8,-56.84126984126984
8_9,-57.95161290322581
8_10,-61.140625
8_11,-69.08510638297872
8_12,-69.72916666666667
8_13,-71.96
8_19,-70.62222222222222
8_20,-69.26086956521739
9_1,-65.36666666666666
9_2,-63.416666666666664
9_3,-65.4927536231884
9_4,-63.07272727272727
9_5,-60.596774193548384
9_6,-59.666666666666664
9_7,-59.0
9_8,-58.0
9_9,-58.89473684210526
9_10,-62.97826086956522
9_11,-67.87179487179488
9_12,-68.47727272727273
9_13,-70.85714285714286
9_14,-72.55555555555556
9_18,-72.05
9_19,-69.56756756756756
9_20,-68.06521739130434
10_1,-68.87692307692308
10_2,-66.71428571428571
10_3,-68.94029850746269
10_4,-66.40350877192982
10_5,-64.0952380952381
10_6,-63.6
10_7,-62.59016393442623
10_8,-61.52459016393443
10_9,-62.854838709677416
10_10,-66.56666666666666
10_11,-67.28888888888889
10_12,-67.93617021276596
10_13,-70.32608695652173
10_14,-72.27659574468085
10_18,-71.75
10_19,-69.225
10_20,-67.35416666666667
1_2,-70.06451612903226
1_5,-64.0
1_7,-68.61538461538461
1_8,-70.07142857142857
1_9,-63.0
1_10,-67.0
1_11,-67.86301369863014
1_12,-68.57534246575342
1_13,-71.11267605633803
1_14,-72.73529411764706
1_18,-72.11290322580645
1_19,-69.81538461538462
1_20,-67.95890410958904
2_2,-70.43243243243244
2_4,-71.04477611940298
2_5,-69.31746031746032
2_6,-68.46774193548387
2_7,-67.29310344827586
2_8,-66.57377049180327
2_9,-67.49230769230769
2_10,-70.92307692307692
2_11,-69.825
2_12,-70.23684210526316
2_13,-72.41666666666667
2_18,-72.0
2_19,-71.37837837837837
2_20,-69.855421686747
3_1,-67.71428571428571
3_2,-70.34375
3_3,-68.11475409836065
3_4,-65.16666666666667
3_5,-63.32786885245902
3_6,-62.42372881355932
3_7,-61.015151515151516
3_8,-59.723076923076924
3_9,-60.5625
3_10,-65.046875
3_11,-72.34328358208955
3_12,-73.0
3_19,-71.0
3_20,-72.40322580645162
4_1,-66.04838709677419
4_2,-61.42857142857143
4_3,-66.70149253731343
4_4,-64.01724137931035
4_5,-61.775862068965516
4_6,-60.65151515151515
4_7,-59.3728813559322
4_8,-58.74074074074074
4_9,-59.66129032258065
4_10,-63.79032258064516
5_1,-64.64516129032258
5_2,-60.225806451612904
5_3,-64.91935483870968
5_4,-62.40677966101695
5_5,-59.45454545454545
5_6,-59.044444444444444
5_7,-58.12280701754386
5_8,-57.66129032258065
5_9,-58.109375
5_10,-62.20634920634921
6_1,-64.37096774193549
6_2,-61.702127659574465
6_3,-64.83333333333333
6_4,-62.13333333333333
6_5,-59.666666666666664
6_6,-59.054545454545455
6_7,-58.0
6_8,-57.45762711864407
6_9,-58.0
6_10,-62.18333333333333
6_11,-72.8
6_20,-72.66666666666667
7_1,-63.87301587301587
7_2,-61.42372881355932
7_3,-64.04411764705883
7_4,-61.083333333333336
7_5,-59.191489361702125
7_6,-58.11764705882353
7_7,-57.76190476190476
7_8,-56.76923076923077
7_9,-57.888888888888886
7_10,-61.17460317460318
7_11,-71.8913043478261
7_12,-72.13636363636364
7_20,-71.88095238095238
8_1,-63.87692307692308
8_2,-61.294117647058826
8_3,-64.0
8_4,-60.785714285714285
8_5,-59.078947368421055
8_6,-58.21818181818182
8_7,-57.806451612903224
8_8,-56.84126984126984
8_9,-57.95161290322581
8_10,-61.140625
8_11,-69.08510638297872
8_12,-69.72916666666667
8_13,-71.96
8_19,-70.62222222222222
8_20,-69.26086956521739
9_1,-65.36666666666666
9_2,-63.416666666666664
9_3,-65.4927536231884
9_4,-63.07272727272727
9_5,-60.596774193548384
9_6,-59.666666666666664
9_7,-59.0
9_8,-58.0
9_9,-58.89473684210526
9_10,-62.97826086956522
9_11,-67.87179487179488
9_12,-68.47727272727273
9_13,-70.85714285714286
9_14,-72.55555555555556
9_18,-72.05
9_19,-69.56756756756756
9_20,-68.06521739130434
10_1,-68.87692307692308
10_2,-66.71428571428571
10_3,-68.94029850746269
10_4,-66.40350877192982
10_5,-64.0952380952381
10_6,-63.6
10_7,-62.59016393442623
10_8,-61.52459016393443
10_9,-62.854838709677416
10_10,-66.56666666666666
10_11,-67.28888888888889
10_12,-67.93617021276596
10_13,-70.32608695652173
10_14,-72.27659574468085
10_18,-71.75
10_19,-69.225
10_20,-67.35416666666667
1_2,-70.06451612903226
1_5,-64.0
1_7,-68.61538461538461
1_8,-70.07142857142857
1_9,-63.0
1_10,-67.0
1_11,-67.86301369863014
1_12,-68.57534246575342
1_13,-71.11267605633803
1_14,-72.73529411764706
1_18,-72.11290322580645
1_19,-69.81538461538462
1_20,-67.95890410958904
2_2,-70.43243243243244
2_4,-71.04477611940298
2_5,-69.31746031746032
2_6,-68.46774193548387
2_7,-67.29310344827586
2_8,-66.57377049180327
2_9,-67.49230769230769
2_10,-70.92307692307692
2_11,-69.825
2_12,-70.23684210526316
2_13,-72.41666666666667
2_18,-72.0
2_19,-71.37837837837837
2_20,-69.855421686747
3_1,-67.71428571428571
3_2,-70.34375
3_3,-68.11475409836065
3_4,-65.16666666666667
3_5,-63.32786885245902
3_6,-62.42372881355932
3_7,-61.015151515151516
3_8,-59.723076923076924
3_9,-60.5625
3_10,-65.046875
3_11,-72.34328358208955
3_12,-73.0
3_19,-71.0
3_20,-72.40322580645162
4_1,-66.04838709677419
4_2,-61.42857142857143
4_3,-66.70149253731343
4_4,-64.01724137931035
4_5,-61.775862068965516
4_6,-60.65151515151515
4_7,-59.3728813559322
4_8,-58.74074074074074
4_9,-59.66129032258065
4_10,-63.79032258064516
5_1,-64.64516129032258
5_2,-60.225806451612904
5_3,-64.91935483870968
5_4,-62.40677966101695
5_5,-59.45454545454545
5_6,-59.044444444444444
5_7,-58.12280701754386
5_8,-57.66129032258065
5_9,-58.109375
5_10,-62.20634920634921
6_1,-64.37096774193549
